60047,1002001,單 211號以下,odd;<NUMBER:211
60047,1002002,單 213號以上,odd;>NUMBER:213
60047,1002001,雙 152號以下,even;<NUMBER:152
60047,1002002,雙 154號以上,even;>NUMBER:154
