50055,1000701,單  89號以下,odd;<NUMBER:89
50056,1000701,單  91號至 375號,odd;~NUMBER:91:375
50086,1000701,單 395號以上,odd;>NUMBER:395
50055,1000701,雙 504號以下,even;<NUMBER:504
50086,1000701,雙 506號以上,even;>NUMBER:506
