42645,6601900,單  45號以下,odd;<NUMBER:45
42642,6601900,單  47號至  51號,odd;~NUMBER:47:51
42645,6601900,單  53號至  63號,odd;~NUMBER:53:63
42642,6601900,單  65號以上,odd;>NUMBER:65
42645,6601900,雙  26號以下,even;<NUMBER:26
42642,6601900,雙  28號以上,even;>NUMBER:28
