40460,6600500,單  45號以下,odd;<NUMBER:45
40441,6600500,單  47號至 201號,odd;~NUMBER:47:201
40464,6600500,單 203號至 211號,odd;~NUMBER:203:211
40441,6600500,單 213號以上,odd;>NUMBER:213
40460,6600500,雙  50號以下,even;<NUMBER:50
40441,6600500,雙  52號以上,even;>NUMBER:52
