63741,1000912,單  99號以下,odd;<NUMBER:99
63746,1000912,單 101號以上,odd;>NUMBER:101
63741,1000912,雙 114號以下,even;<NUMBER:114
63746,1000912,雙 116號以上,even;>NUMBER:116
