33851,6800500,單 115號以下,odd;<NUMBER:115
33842,6800500,單 117號至 119號,odd;~NUMBER:117:119
33851,6800500,單 121號至 151號,odd;~NUMBER:121:151
33851,6800500,雙 116號以下,even;<NUMBER:116
33842,6800500,雙 118號至 120號,even;~NUMBER:118:120
33851,6800500,雙 122號至 150號,even;~NUMBER:122:150
