40351,6600400,單  29號以下,odd;<NUMBER:29
40360,6600400,單  35號以上,odd;>NUMBER:35
40351,6600400,雙  62號以下,even;<NUMBER:62
40360,6600400,雙  74號以上,even;>NUMBER:74
41445,6602300,單  77號至 279號,odd;~NUMBER:77:279
41448,6602300,單 307號以上,odd;>NUMBER:307
41445,6602300,雙  40號至 300號,even;~NUMBER:40:300
41448,6602300,雙 302號以上,even;>NUMBER:302
