71142,6702800,單 127號以下,odd;<NUMBER:127
71151,6702800,單 129號至 281號,odd;~NUMBER:129:281
71142,6702800,雙  82號以下,even;<NUMBER:82
71151,6702800,雙  84巷至 290號,even;~LANE:84:290
