60049,1002001,單  97號以下,odd;<NUMBER:97
60049,1002002,單  99號以上,odd;>NUMBER:99
60049,1002001,雙  54號以下,even;<NUMBER:54
60049,1002002,雙  56號以上,even;>NUMBER:56
