10849,6300700,單  83號以下,odd;<NUMBER:83
10848,6300700,單  85號至 163號,odd;~NUMBER:85:163
10853,6300700,單 165號以上,odd;>NUMBER:165
10849,6300700,雙  62號以下,even;<NUMBER:62
10852,6300700,雙  64號至 110號,even;~NUMBER:64:110
10853,6300700,雙 114號至 240號,even;~NUMBER:114:240
10854,6300700,雙 242巷以上,even;>LANE:242
