50054,1000701,單  29號以下,odd;<NUMBER:29
50067,1000701,單  31號以上,odd;>NUMBER:31
50054,1000701,雙  28號以下,even;<NUMBER:28
50067,1000701,雙  30號以上,even;>NUMBER:30
