70151,6703200,單  89號以下,odd;<NUMBER:89
70148,6703200,單  91號以上,odd;>NUMBER:91
70151,6703200,雙 120號以下,even;<NUMBER:120
70148,6703200,雙 122號以上,even;>NUMBER:122
