97060,1001501,單  63號以下,odd;<NUMBER:63
97062,1001501,單  65號至 161號,odd;~NUMBER:65:161
97065,1001501,單 293號以上,odd;>NUMBER:293
97060,1001501,雙  12號以下,even;<NUMBER:12
97062,1001501,雙  14號至 128號,even;~NUMBER:14:128
97065,1001501,雙 130號以上,even;>NUMBER:130
