32648,6800400,單  85號以下,odd;<NUMBER:85
32649,6800400,單  95號以上,odd;>NUMBER:95
32648,6800400,雙  50號以下,even;<NUMBER:50
32649,6800400,雙  64號以上,even;>NUMBER:64
