26342,1000206,單  63號以下,odd;<NUMBER:63
26341,1000206,單  65號以上,odd;>NUMBER:65
26342,1000206,雙  64號以下,even;<NUMBER:64
26341,1000206,雙  66號以上,even;>NUMBER:66
