40757,6600600,單  41號以下,odd;<NUMBER:41
40745,6600600,單  43號至 119號,odd;~NUMBER:43:119
40747,6600600,單 171號以上,odd;>NUMBER:171
40757,6600600,雙  38號以下,even;<NUMBER:38
40745,6600600,雙  40號至 180號,even;~NUMBER:40:180
40747,6600600,雙 182號以上,even;>NUMBER:182
