23558,6500300,單  79號以下,odd;<NUMBER:79
23585,6500300,單  81號至 243號,odd;~NUMBER:81:243
23553,6500300,單 245號至 253號,odd;~NUMBER:245:253
23558,6500300,雙  76號以下,even;<NUMBER:76
23585,6500300,雙  78號至 148號,even;~NUMBER:78:148
23511,6500300,雙 150號至 174號,even;~NUMBER:150:174
23553,6500300,雙 176號以上,even;>NUMBER:176
