80144,6400700,全,all
83086,6401200,單   5巷以下,odd;<LANE:5
83085,6401200,單   7號以上,odd;>NUMBER:7
83086,6401200,雙   4號以下,even;<NUMBER:4
83085,6401200,雙   6號至  80號,even;~NUMBER:6:80
83087,6401200,雙  82號以上,even;>NUMBER:82
