52046,1000712,單 423號以下,=SECTION:1;odd;<NUMBER:423
52045,1000712,單 425巷以上,=SECTION:1;odd;>LANE:425
52046,1000712,雙全,=SECTION:1;even
52045,1000712,連 616號以下,=SECTION:2;<NUMBER:616
52049,1000712,連 617號以上,=SECTION:2;>NUMBER:617
52049,1000712,全,=SECTION:3;all
