83092,6401200,單 115號以下,odd;<NUMBER:115
83084,6401200,單 117號至 217號,odd;~NUMBER:117:217
83083,6401200,單 217之   1號以上,odd;>NUMBER:217之1
83092,6401200,雙 124號以下,even;<NUMBER:124
83084,6401200,雙 126號至 226號,even;~NUMBER:126:226
83083,6401200,雙 228號以上,even;>NUMBER:228
