40648,6600800,單 135號以下,odd;<NUMBER:135
40669,6600800,單 137號至 257號,odd;~NUMBER:137:257
40648,6600800,雙 138號以下,even;<NUMBER:138
40669,6600800,雙 140號至 166號,even;~NUMBER:140:166
