70966,6703500,單  23號以下,odd;<NUMBER:23
70963,6703500,單  25號以上,odd;>NUMBER:25
70966,6703500,雙  98號以下,even;<NUMBER:98
70963,6703500,雙 100號以上,even;>NUMBER:100
