26842,1000209,單 121號以下,odd;<NUMBER:121
26843,1000209,單 123號以上,odd;>NUMBER:123
26843,1000209,雙 166號以下,even;<NUMBER:166
26843,1000209,雙 168號以上,even;>NUMBER:168
