72143,6700700,單 309號以下,odd;<NUMBER:309
72148,6700700,單 311號以上,odd;>NUMBER:311
72143,6700700,雙 370號以下,even;<NUMBER:370
72148,6700700,雙 372號以上,even;>NUMBER:372
