65141,1000906,單 179號以下,odd;<NUMBER:179
65147,1000906,單 181號至 395號,odd;~NUMBER:181:395
65152,1000906,單 397號以上,odd;>NUMBER:397
65141,1000906,雙 212號以下,even;<NUMBER:212
65147,1000906,雙 214號至 414號,even;~NUMBER:214:414
65152,1000906,雙 416號以上,even;>NUMBER:416
