11049,6300200,連 289巷以下,<LANE:289
11050,6300200,單 291號至 391巷,odd;~LANE:291:391
11058,6300200,單 393號以上,odd;>NUMBER:393
11050,6300200,雙 290號以上,even;>NUMBER:290
