60057,1002002,單  73號以下,odd;<NUMBER:73
60057,1002001,單  75號以上,odd;>NUMBER:75
60057,1002002,雙  10號以下,even;<NUMBER:10
60057,1002001,雙  12號以上,even;>NUMBER:12
