40759,6600600,單  29號以下,odd;<NUMBER:29
40746,6600600,單  55號以上,odd;>NUMBER:55
40759,6600600,雙 116號以下,even;<NUMBER:116
40746,6600600,雙 128號以上,even;>NUMBER:128
