71085,6703100,單  19號以下,odd;<NUMBER:19
71068,6703100,單  21號以上,odd;>NUMBER:21
71085,6703100,雙  28號以下,even;<NUMBER:28
71068,6703100,雙  30號以上,even;>NUMBER:30
