94041,1001316,連  20號以下,<NUMBER:20
94043,1001316,　  21巷全,=LANE:21
94041,1001316,連  22號以上,>NUMBER:22
94041,1001316,連   4號以下,=SECTION:2;<NUMBER:4
94042,1001316,連   5巷至   6巷,=SECTION:2;~LANE:5:6
94041,1001316,連   7號以上,=SECTION:2;>NUMBER:7
