10462,6300400,單 299號以下,odd;<NUMBER:299
10465,6300400,單 301號至 379號,odd;~NUMBER:301:379
10466,6300400,單 381號至 397巷,odd;~LANE:381:397
10462,6300400,單 399號至 579號,odd;~NUMBER:399:579
10466,6300400,單 581號以上,odd;>NUMBER:581
10462,6300400,雙 298號以下,even;<NUMBER:298
10465,6300400,雙 300號至 450號,even;~NUMBER:300:450
10462,6300400,雙 452號以上,even;>NUMBER:452
