71055,6703100,單 199號以下,odd;<NUMBER:199
71050,6703100,單 201號至 299號,odd;~NUMBER:201:299
71079,6703100,單 301號以上,odd;>NUMBER:301
71055,6703100,雙 148號以下,even;<NUMBER:148
71050,6703100,雙 150號至 248號,even;~NUMBER:150:248
71079,6703100,雙 250號以上,even;>NUMBER:250
