43449,6602500,單 177號以下,odd;<NUMBER:177
43446,6602500,單 179號以上,odd;>NUMBER:179
43449,6602500,雙  60號以下,even;<NUMBER:60
43446,6602500,雙  62號以上,even;>NUMBER:62
