42943,6601600,單  69號以下,odd;<NUMBER:69
42952,6601600,單  71號至 201號,odd;~NUMBER:71:201
42948,6601600,單 203號以上,odd;>NUMBER:203
42943,6601600,雙 200號以下,even;<NUMBER:200
42947,6601600,雙 202號至 348號,even;~NUMBER:202:348
42948,6601600,雙 350號以上,even;>NUMBER:350
