97041,1001501,單 671號以下,odd;<NUMBER:671
97070,1001501,單 673號以上,odd;>NUMBER:673
97041,1001501,雙 726號以下,even;<NUMBER:726
97070,1001501,雙 728號以上,even;>NUMBER:728
97346,1001505,全,=SECTION:1;all
