11671,6300800,單  35號以下,odd;<NUMBER:35
11671,6300800,　  37巷連  23號以下,=LANE:37;<NUMBER:23
11672,6300800,　  37巷連  24號至  25號,=LANE:37;~NUMBER:24:25
11671,6300800,　  37巷連  26號以上,=LANE:37;>NUMBER:26
11671,6300800,單  39號至  53號,odd;~NUMBER:39:53
11672,6300800,單  55號以上,odd;>NUMBER:55
11671,6300800,雙  30號以下,even;<NUMBER:30
11672,6300800,雙  32號以上,even;>NUMBER:32
