83051,6401200,單 399號以下,odd;<NUMBER:399
83062,6401200,單 401號以上,odd;>NUMBER:401
83051,6401200,雙 398巷以下,even;<LANE:398
83062,6401200,雙 400號以上,even;>NUMBER:400
