83087,6401200,單 149號以下,odd;<NUMBER:149
83088,6401200,單 151號以上,odd;>NUMBER:151
83087,6401200,雙 132號以下,even;<NUMBER:132
83088,6401200,雙 134號以上,even;>NUMBER:134
