97366,1001505,單 201號以下,odd;<NUMBER:201
97367,1001505,單 203號以上,odd;>NUMBER:203
97366,1001505,雙 210號以下,even;<NUMBER:210
97367,1001505,雙 212號以上,even;>NUMBER:212
