23447,6500400,全,all
23667,6501300,全,all
23859,6500700,全,all
25146,6501000,全,=SECTION:1;all
25143,6501000,連  90號以下,=SECTION:2;<NUMBER:90
25149,6501000,　  92巷全,=SECTION:2;=LANE:92
25149,6501000,連  94號以上,=SECTION:2;>NUMBER:94
