40455,6600500,單  51號以下,odd;<NUMBER:51
40445,6600500,單  53號至  61號,odd;~NUMBER:53:61
40446,6600500,單  71號以上,odd;>NUMBER:71
40455,6600500,雙  68號以下,even;<NUMBER:68
40445,6600500,雙  70號至 100號,even;~NUMBER:70:100
40446,6600500,雙 102號以上,even;>NUMBER:102
