10455,6300400,單  21號以下,odd;<NUMBER:21
10486,6300400,單  23號至  69號,odd;~NUMBER:23:69
10485,6300400,單  71號以上,odd;>NUMBER:71
10455,6300400,雙   4號以下,even;<NUMBER:4
10486,6300400,雙   6號至  60號,even;~NUMBER:6:60
10485,6300400,雙  62號以上,even;>NUMBER:62
