26950,1000208,單 193號以下,odd;<NUMBER:193
26949,1000208,單 195號以上,odd;>NUMBER:195
26950,1000208,雙 162號以下,even;<NUMBER:162
26949,1000208,雙 164號以上,even;>NUMBER:164
