32643,6800400,單  77號以下,odd;<NUMBER:77
32642,6800400,單  79號至  97號,odd;~NUMBER:79:97
32663,6800400,單 165號至 273號,odd;~NUMBER:165:273
32643,6800400,雙 116號以下,even;<NUMBER:116
32642,6800400,雙 120號至 134號,even;~NUMBER:120:134
32663,6800400,雙 136號至 304號,even;~NUMBER:136:304
