40451,6600500,單  27號以下,odd;<NUMBER:27
40450,6600500,單  29號以上,odd;>NUMBER:29
40451,6600500,雙  38號以下,even;<NUMBER:38
40450,6600500,雙  40號以上,even;>NUMBER:40
