22178,6501100,單 143號以下,odd;<NUMBER:143
22172,6501100,單 145號以上,odd;>NUMBER:145
22178,6501100,雙 152號以下,even;<NUMBER:152
22172,6501100,雙 154號以上,even;>NUMBER:154
