80042,6400600,單  91號以下,odd;<NUMBER:91
80055,6400600,單  93號至 457號,odd;~NUMBER:93:457
80045,6400600,雙 176號以下,even;<NUMBER:176
80055,6400600,雙 178號至 508號,even;~NUMBER:178:508
80753,6400500,單 459號以上,odd;>NUMBER:459
80753,6400500,雙 510號以上,even;>NUMBER:510
