80344,6400100,單 187號以下,odd;<NUMBER:187
80341,6400100,單 189號以上,odd;>NUMBER:189
80344,6400100,雙 182號以下,even;<NUMBER:182
80341,6400100,雙 184號以上,even;>NUMBER:184
