54557,1000802,單 239號以下,odd;<NUMBER:239
54552,1000802,單 251號至 403號,odd;~NUMBER:251:403
54557,1000802,雙 244號以下,even;<NUMBER:244
54552,1000802,雙 246號至 406號,even;~NUMBER:246:406
