32048,6800200,單  77號以下,odd;<NUMBER:77
32045,6800200,單 103號至 205號,odd;~NUMBER:103:205
32048,6800200,雙  72號以下,even;<NUMBER:72
32045,6800200,雙 130號至 198號,even;~NUMBER:130:198
