40455,6600500,單  93號以下,odd;<NUMBER:93
40463,6600500,單  95號以上,odd;>NUMBER:95
40455,6600500,雙  80號以下,even;<NUMBER:80
40463,6600500,雙  82號以上,even;>NUMBER:82
