95851,1001406,連  30號以下,<NUMBER:30
95871,1001406,單  31號以上,odd;>NUMBER:31
95871,1001406,雙  32號至 100號,even;~NUMBER:32:100
95855,1001406,雙 102號至 120號,even;~NUMBER:102:120
95871,1001406,雙 122號以上,even;>NUMBER:122
