81359,6400300,單 193號以下,odd;<NUMBER:193
81366,6400300,單 195號以上,odd;>NUMBER:195
81359,6400300,雙 192號以下,even;<NUMBER:192
81366,6400300,雙 194號以上,even;>NUMBER:194
