40245,6600300,單  15號以下,odd;<NUMBER:15
40255,6600300,單  17號以上,odd;>NUMBER:17
40253,6600300,雙  14號以下,even;<NUMBER:14
40255,6600300,雙  16號至  26號,even;~NUMBER:16:26
