32465,6801000,單全,odd
32465,6801000,雙 200號以下,even;<NUMBER:200
32473,6801000,雙 202號以上,even;>NUMBER:202
32473,6801000,連 177號以下,=SECTION:1;<NUMBER:177
32473,6801000,連 179號以上,=SECTION:1;>NUMBER:179
32470,6801000,　 178巷全,=SECTION:1;=LANE:178
32464,6801000,全,=SECTION:2;all
