71071,6703100,單  61號以下,odd;<NUMBER:61
71089,6703100,單  63號以上,odd;>NUMBER:63
71071,6703100,雙  98號以下,even;<NUMBER:98
71089,6703100,雙 100號至 152號,even;~NUMBER:100:152
