82051,6401900,單 115號以下,odd;<NUMBER:115
82041,6401900,單 171號至 339號,odd;~NUMBER:171:339
82049,6401900,單 341號以上,odd;>NUMBER:341
82051,6401900,雙 266號以下,even;<NUMBER:266
82049,6401900,雙 268號至 582號,even;~NUMBER:268:582
82063,6401900,雙 584號以上,even;>NUMBER:584
