10578,6300100,單 319號以下,odd;<NUMBER:319
10577,6300100,單 321號以上,odd;>NUMBER:321
10578,6300100,雙 330號以下,even;<NUMBER:330
10577,6300100,雙 332號以上,even;>NUMBER:332
