40878,6600700,單 303號以下,odd;<NUMBER:303
40867,6600700,單 319號至 485之   1號,odd;~NUMBER:319:485之1
40863,6600700,單 559號以上,odd;>NUMBER:559
40878,6600700,雙 308號以下,even;<NUMBER:308
40867,6600700,雙 320號至 508號,even;~NUMBER:320:508
