10646,6300300,單  39號以下,odd;<NUMBER:39
10645,6300300,單  41號至  93號,odd;~NUMBER:41:93
10648,6300300,單  95號以上,odd;>NUMBER:95
10646,6300300,雙  36號以下,even;<NUMBER:36
10645,6300300,雙  38號至  90號,even;~NUMBER:38:90
10648,6300300,雙  92號以上,even;>NUMBER:92
