64881,1000904,單 111號以下,odd;<NUMBER:111
64866,1000904,單 129號以上,odd;>NUMBER:129
64881,1000904,雙 130號以下,even;<NUMBER:130
64866,1000904,雙 132號以上,even;>NUMBER:132
