90444,1001308,全,all
90745,1001310,單  35號以下,odd;<NUMBER:35
90742,1001310,單  37號以上,odd;>NUMBER:37
90745,1001310,雙  38號以下,even;<NUMBER:38
90742,1001310,雙  40號以上,even;>NUMBER:40
