80751,6400500,單  43號以下,odd;<NUMBER:43
80744,6400500,單  45號至 165號,odd;~NUMBER:45:165
80751,6400500,雙  54號以下,even;<NUMBER:54
80744,6400500,雙  56號至 160號,even;~NUMBER:56:160
