80643,6400900,單  23號以下,odd;<NUMBER:23
80645,6400900,單  25號以上,odd;>NUMBER:25
80643,6400900,雙   6號至  28號,even;~NUMBER:6:28
80645,6400900,雙  42號以上,even;>NUMBER:42
